doi,title,title_cn,abstract,abstract_cn
10.1038/nnano.2006.173,Risks and benefits,风险与收益 ,,
10.1038/nnano.2006.155,What drives public acceptance of nanotechnology?,是什么促使公众接受纳米技术？ ,,
10.1038/nnano.2006.156,How to commercialize nanotechnology,如何将纳米技术商业化 ,,
10.1038/nnano.2006.147,Ideological differences,意识形态差异 ,,
10.1038/nnano.2006.158,"Computation with DNA, quantum dots boost flash memories, magnetic nanoparticles in sperm cells, and much more",用DNA计算，量子点可增强闪存，精细胞中的磁性纳米颗粒等 ,,
10.1038/nnano.2006.149,Top down bottom up: Organics take control,自上而下自下而上：有机物控制 ,,
10.1038/nnano.2006.157,Buckling down for flexible electronics,屈曲下来以获得柔性电子 ,,
10.1038/nnano.2006.159,Live-action alloy nanowires,活性合金纳米线 ,,
10.1038/nnano.2006.148,New material stops bleeding in a hurry,新材料制止流血 ,,
10.1038/nnano.2006.161,Super-semiconducting nanowires,超半导体纳米线 ,,
10.1038/nnano.2006.154,Another brick in the wall,在墙上的另一块砖 ,,
10.1038/nnano.2006.160,Surface patterning: Fullerenes line up,表面图案：富勒烯排列 ,,
10.1038/nnano.2006.162,New life for the 'dead layer',“死亡层”的新生活 ,,
10.1038/nnano.2006.130,Electron transport in molecular junctions,分子结中的电子传输 ,"<p>Building an electronic device using individual molecules is one of the ultimate goals in nanotechnology. To achieve this it will be necessary to measure, control and understand electron transport through molecules attached to electrodes. Substantial progress has been made over the past decade and we present here an overview of some of the recent advances. Topics covered include molecular wires, two-terminal switches and diodes, three-terminal transistor-like devices and hybrid devices that use various different signals (light, magnetic fields, and chemical and mechanical signals) to control electron transport in molecules. We also discuss further issues, including molecule&#8211;electrode contacts, local heating- and current-induced instabilities, stochastic fluctuations and the development of characterization tools.</p>",<p>使用单个分子构建电子设备是纳米技术的最终目标之一。 为此，有必要测量，控制和理解通过附着在电极上的分子进行的电子传输。 在过去的十年中取得了实质性的进展，在此我们概述一些最新的进展。 涵盖的主题包括分子线，两个端子的开关和二极管，类似于三个端子的晶体管的器件以及使用各种不同信号（光，磁场以及化学和机械信号）控制分子中电子传输的混合器件。 我们还将讨论进一步的问题，包括分子的电极接触，局部加热和电流引起的不稳定性，随机波动以及表征工具的开发。</ p> 
10.1038/nnano.2006.132,Experimental realization of suspended atomic chains composed of different atomic species,由不同原子组成的悬浮原子链的实验实现 ,"<p>Research into nanostructured materials frequently relates to pure substances. This contrasts with industrial applications, where chemical doping or alloying is often used to enhance the electrical or mechanical properties of materials. However, the controlled preparation of doped nanomaterials has been much more difficult than expected because the increased surface-area-to-volume ratio can, for instance, lead to the expulsion of impurities (self-purification). For nanostructured alloys, the influence of growth methods and the atomic structure on self-purification is still open to investigation. Here, we explore, experimentally and with molecular dynamics simulations, to what extent alloying persists in the limit that a binary metal is mechanically stretched to a linear chain of atoms. Our results reveal a gradual evolution of the arrangement of the different atomic elements in the narrowest region of the chain, where impurities may be expelled to the surface or enclosed during elongation.</p>",<p>对纳米结构材料的研究通常涉及纯物质。这与工业应用形成对比，在工业应用中，通常使用化学掺杂或合金化来增强材料的电气或机械性能。然而，掺杂的纳米材料的受控制备比预期的要困难得多，因为增加的表面积/体积比可能例如导致杂质的排出（自纯化）。对于纳米结构合金，生长方法和原子结构对自纯化的影响尚待研究。在这里，我们通过实验和分子动力学模拟探索合金化在多大程度上持续存在的极限，即二元金属被机械拉伸成原子的线性链。我们的结果揭示了链最窄区域中不同原子元素排列的逐渐演变，在延伸过程中杂质可能被排出到表面或被封闭。</ p> 
10.1038/nnano.2006.133,Epitaxial growth of silicon nanowires using an aluminium catalyst,使用铝催化剂外延生长硅纳米线 ,"<p>Silicon nanowires have been identified as important components for future electronic and sensor nanodevices. So far gold has dominated as the catalyst for growing Si nanowires via the vapour&#8211;liquid&#8211;solid (VLS) mechanism. Unfortunately, gold traps electrons and holes in Si and poses a serious contamination problem for Si complementary metal oxide semiconductor (CMOS) processing. Although there are some reports on the use of non-gold catalysts for Si nanowire growth, either the growth requires high temperatures and/or the catalysts are not compatible with CMOS requirements. From a technological standpoint, a much more attractive catalyst material would be aluminium, as it is a standard metal in Si process lines. Here we report for the first time the epitaxial growth of Al-catalysed Si nanowires and suggest that growth proceeds via a vapour&#8211;solid&#8211;solid (VSS) rather than a VLS mechanism. It is also found that the tapering of the nanowires can be strongly reduced by lowering the growth temperature.</p>",<p>硅纳米线已经被确定为未来电子和传感器纳米设备的重要组件。到目前为止，金已通过蒸气固液（VLS）机制成为生长Si纳米线的催化剂。不幸的是，金将电子和空穴捕获在Si中，并给Si互补金属氧化物半导体（CMOS）处理带来了严重的污染问题。尽管有一些关于将非金催化剂用于Si纳米线生长的报道，但是要么生长需要高温和/或催化剂与CMOS要求不兼容。从技术角度来看，更具吸引力的催化剂材料是铝，因为它是Si生产线中的标准金属。在这里，我们首次报告了Al催化的Si纳米线的外延生长，并表明生长是通过蒸气（solid）（VSS）而不是VLS机制进行的。还发现通过降低生长温度可以大大降低纳米线的锥度。</ p> 
